age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
21,unknown,married,secondary,no,3906,no,no,cellular,29,jul,102,2,-1,0,unknown,no
81,unknown,single,tertiary,no,-1923,yes,no,cellular,10,apr,162,4,-1,0,unknown,no
72,services,married,secondary,no,-181,no,no,unknown,24,nov,78,5,-1,0,unknown,yes
22,retired,married,tertiary,no,3912,no,no,cellular,1,oct,172,1,144,0,unknown,yes
84,management,single,tertiary,no,2898,no,no,cellular,18,mar,124,2,-1,0,unknown,no
73,retired,married,primary,no,3820,yes,no,unknown,17,jan,256,1,-1,1,unknown,no
81,technician,married,secondary,no,2317,yes,no,cellular,9,apr,163,8,-1,0,unknown,no
93,self-employed,single,secondary,no,2430,no,no,cellular,24,aug,672,2,-1,0,unknown,yes
37,student,divorced,tertiary,no,-7226,no,no,telephone,21,jan,112,4,-1,0,unknown,no
56,retired,single,tertiary,no,-803,no,yes,cellular,4,mar,761,6,-1,0,unknown,no
29,admin.,divorced,secondary,no,-284,yes,no,unknown,16,feb,446,6,-1,0,unknown,yes
70,housemaid,single,tertiary,no,277,no,yes,cellular,23,mar,54,7,-1,0,unknown,yes
40,retired,single,primary,no,-2870,no,no,cellular,18,dec,35,2,-1,0,unknown,no
53,student,divorced,secondary,no,-865,yes,no,unknown,11,may,349,1,297,0,unknown,no
49,retired,married,unknown,no,156,yes,no,telephone,1,sep,494,2,-1,1,unknown,no
92,student,divorced,secondary,no,3592,no,no,unknown,30,may,74,3,-1,2,unknown,yes
80,retired,married,primary,no,-2864,no,no,cellular,4,jan,297,3,69,0,unknown,no
46,admin.,divorced,secondary,no,465,no,no,unknown,31,may,192,1,117,0,failure,no
51,services,single,secondary,no,-2457,no,no,telephone,8,sep,424,8,299,0,unknown,yes
32,student,divorced,unknown,no,99,yes,no,cellular,2,feb,37,1,-1,0,unknown,no
35,management,single,secondary,no,-560,no,no,unknown,12,jan,1224,1,-1,0,unknown,yes
63,unknown,married,secondary,no,7747,no,no,cellular,1,may,279,2,-1,5,unknown,yes
19,unknown,married,secondary,no,2450,yes,no,cellular,30,jun,111,8,-1,0,unknown,no
30,self-employed,married,unknown,no,-2000,no,no,cellular,13,may,395,2,-1,0,unknown,yes
45,admin.,married,secondary,no,120,no,yes,unknown,31,may,65,1,-1,0,unknown,no
35,self-employed,married,secondary,no,800,no,no,cellular,10,dec,722,3,-1,0,unknown,yes
23,blue-collar,single,primary,no,2497,yes,yes,telephone,23,nov,309,3,-1,0,unknown,no
36,services,single,secondary,no,152,no,no,cellular,22,apr,508,1,-1,2,unknown,no
67,entrepreneur,married,secondary,no,5244,yes,no,unknown,16,jul,263,1,-1,0,unknown,no
89,unemployed,married,secondary,no,2227,yes,no,cellular,8,jul,311,5,-1,0,failure,no
34,unknown,married,primary,no,6065,yes,no,cellular,8,jul,346,9,-1,0,unknown,no
32,unknown,single,secondary,no,5657,no,no,cellular,7,jun,73,1,-1,3,unknown,no
19,technician,married,tertiary,no,-625,no,no,telephone,21,dec,402,1,-1,0,other,yes
86,management,divorced,tertiary,no,306,yes,no,cellular,27,apr,174,3,-1,0,unknown,no
94,housemaid,divorced,secondary,no,3453,no,no,cellular,8,may,190,1,-1,0,unknown,no
20,services,married,tertiary,no,-3503,yes,no,unknown,10,sep,570,3,-1,1,unknown,no
51,management,divorced,tertiary,no,-253,no,no,unknown,20,jun,145,7,-1,0,unknown,no
83,unknown,married,tertiary,no,4354,no,no,unknown,22,mar,96,8,341,0,unknown,no
89,entrepreneur,single,secondary,no,7126,yes,no,unknown,26,jan,161,9,-1,2,failure,no
49,student,married,unknown,no,1157,no,no,unknown,8,apr,476,2,-1,0,unknown,yes
86,housemaid,divorced,tertiary,no,4066,yes,no,telephone,31,aug,51,2,-1,0,unknown,no
38,services,single,primary,no,-1366,yes,yes,cellular,7,jan,458,1,-1,0,unknown,yes
40,services,married,primary,no,-3522,yes,no,cellular,9,nov,216,3,-1,3,unknown,no
75,self-employed,single,secondary,no,-1092,yes,no,cellular,18,nov,161,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,5592,no,yes,cellular,3,mar,184,9,-1,0,unknown,no
86,technician,single,tertiary,no,6859,no,yes,unknown,23,oct,99,2,-1,0,failure,no
68,student,single,primary,no,-941,yes,yes,cellular,14,jan,282,2,-1,0,unknown,no
49,entrepreneur,married,primary,no,10892,yes,no,cellular,24,aug,176,5,-1,0,failure,no
89,unemployed,single,secondary,no,-6172,yes,yes,cellular,30,mar,107,3,-1,5,unknown,no
75,services,married,tertiary,no,2451,no,no,cellular,8,jun,403,7,-1,0,unknown,yes
68,self-employed,married,secondary,no,1835,no,no,unknown,2,nov,53,6,204,0,unknown,yes
32,admin.,single,primary,no,2375,yes,no,cellular,11,aug,169,1,329,0,success,yes
92,admin.,divorced,tertiary,no,-3358,no,yes,unknown,1,dec,186,5,311,0,unknown,no
43,blue-collar,single,tertiary,no,-3293,yes,no,cellular,9,dec,397,3,351,0,unknown,no
35,student,divorced,secondary,no,-3724,yes,no,unknown,15,oct,87,2,-1,0,unknown,no
38,student,single,tertiary,no,5115,no,no,cellular,31,jun,297,1,147,0,unknown,no
21,unknown,single,secondary,no,361,yes,no,cellular,17,feb,94,2,-1,1,failure,yes
81,housemaid,married,secondary,no,3898,yes,no,unknown,7,mar,76,8,-1,0,unknown,no
32,self-employed,married,tertiary,no,4621,no,no,unknown,4,feb,212,2,-1,0,unknown,no
62,blue-collar,married,secondary,no,3967,yes,yes,cellular,10,aug,250,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,4737,yes,no,cellular,30,jun,261,2,-1,0,failure,no
43,unknown,married,tertiary,no,-1430,yes,no,cellular,30,jan,419,6,-1,0,unknown,yes
48,admin.,married,secondary,no,2836,yes,no,cellular,22,feb,473,1,17,0,unknown,no
76,self-employed,divorced,primary,no,1000,no,no,unknown,20,aug,73,9,-1,2,other,no
65,entrepreneur,married,tertiary,no,2917,no,no,unknown,15,sep,39,1,-1,0,unknown,yes
54,self-employed,married,secondary,no,5128,yes,yes,unknown,4,aug,51,5,-1,0,failure,no
28,admin.,married,secondary,no,2075,yes,no,cellular,22,jun,435,1,-1,0,unknown,no
25,housemaid,married,secondary,no,1937,no,no,cellular,17,jul,495,3,-1,0,unknown,no
92,retired,single,tertiary,no,2352,no,no,unknown,24,may,563,4,9,0,unknown,yes
32,unemployed,divorced,tertiary,no,2467,yes,no,unknown,28,sep,324,5,-1,3,unknown,yes
83,blue-collar,single,primary,no,5006,yes,no,unknown,19,feb,66,1,-1,0,unknown,no
51,admin.,married,tertiary,no,-531,yes,no,unknown,29,may,410,2,-1,0,unknown,no
69,entrepreneur,divorced,secondary,no,2276,yes,no,cellular,6,may,58,3,292,0,unknown,no
75,management,divorced,primary,no,568,yes,no,unknown,2,oct,104,1,74,0,unknown,no
69,unemployed,single,primary,no,4703,no,no,cellular,16,may,191,1,-1,5,unknown,yes
46,retired,married,secondary,no,-5002,no,no,telephone,29,apr,265,4,-1,1,failure,no
77,services,single,secondary,no,-1766,no,no,unknown,20,sep,395,4,-1,0,failure,yes
95,student,single,secondary,no,11032,yes,no,unknown,20,dec,98,1,73,0,unknown,no
85,unemployed,married,unknown,no,-400,yes,no,cellular,6,jun,86,4,-1,0,unknown,no
57,unknown,single,tertiary,no,-835,yes,no,unknown,23,may,742,5,-1,0,unknown,yes
40,entrepreneur,single,tertiary,no,5039,yes,no,cellular,10,jun,177,1,-1,0,unknown,no
47,management,divorced,tertiary,no,3939,yes,no,cellular,3,jan,302,9,320,0,failure,yes
78,entrepreneur,single,unknown,no,-972,no,no,cellular,4,apr,817,8,-1,0,unknown,yes
58,blue-collar,married,tertiary,no,909,yes,no,cellular,26,sep,425,1,-1,0,unknown,no
24,housemaid,married,secondary,no,-1041,yes,no,unknown,14,feb,523,3,-1,2,unknown,no
94,entrepreneur,married,tertiary,no,-2491,no,no,cellular,30,dec,240,4,122,0,unknown,no
73,services,married,primary,no,-213,yes,no,cellular,20,nov,271,6,-1,0,unknown,no
69,retired,single,tertiary,no,694,no,no,cellular,8,jun,200,3,171,0,unknown,no
88,student,married,tertiary,no,8092,no,no,unknown,11,may,119,1,59,1,unknown,no
28,student,married,secondary,no,3516,yes,no,unknown,16,oct,234,2,-1,1,unknown,no
75,retired,married,secondary,no,503,yes,yes,cellular,19,jun,442,2,262,3,failure,yes
56,retired,single,secondary,no,-278,no,no,cellular,6,mar,154,1,-1,0,unknown,no
67,technician,married,secondary,no,3711,yes,no,cellular,14,feb,226,4,9,0,unknown,no
27,entrepreneur,married,secondary,no,-1913,no,no,cellular,5,feb,326,1,-1,0,failure,yes
32,student,married,tertiary,no,-673,no,no,cellular,13,nov,198,2,-1,0,unknown,yes
91,housemaid,married,unknown,no,-2266,no,no,cellular,20,feb,241,1,-1,0,unknown,no
18,admin.,single,secondary,no,2545,no,no,cellular,12,aug,163,1,-1,0,unknown,no
49,management,married,primary,no,10579,no,no,cellular,31,mar,181,1,-1,0,other,yes
72,self-employed,married,secondary,no,2647,no,no,cellular,9,mar,824,5,-1,0,failure,yes
69,housemaid,single,tertiary,no,2206,yes,no,unknown,22,oct,322,2,-1,0,unknown,yes
74,technician,single,tertiary,no,635,yes,no,unknown,9,mar,123,2,147,0,unknown,no
21,entrepreneur,married,secondary,no,1832,no,no,unknown,2,may,36,6,-1,0,unknown,yes
81,technician,single,secondary,no,2958,yes,no,unknown,6,nov,205,3,198,0,unknown,no
18,housemaid,divorced,tertiary,no,-2459,yes,no,cellular,16,sep,553,3,-1,0,unknown,yes
34,student,married,secondary,no,6393,yes,no,cellular,30,nov,133,2,-1,1,unknown,yes
68,admin.,married,primary,no,-1395,yes,no,cellular,28,feb,678,8,283,0,unknown,yes
25,unknown,married,secondary,no,6339,no,no,cellular,8,jul,172,7,-1,0,failure,yes
28,retired,married,tertiary,no,-572,no,no,unknown,30,jul,240,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,2795,no,no,unknown,4,may,467,10,-1,3,unknown,yes
29,retired,married,tertiary,no,3512,no,no,unknown,17,jul,28,8,-1,0,failure,yes
60,technician,married,tertiary,yes,1712,no,no,cellular,1,sep,305,2,-1,1,unknown,no
25,unknown,married,secondary,no,4879,yes,no,unknown,26,jan,124,5,78,0,unknown,no
21,blue-collar,married,secondary,no,593,no,no,cellular,1,oct,207,7,-1,0,unknown,no
60,unemployed,married,primary,no,-768,yes,no,unknown,27,dec,270,8,-1,3,unknown,no
21,entrepreneur,divorced,primary,no,3442,yes,no,unknown,14,mar,695,4,285,1,unknown,yes
23,admin.,single,secondary,no,2215,no,no,cellular,16,jul,215,6,-1,0,unknown,yes
24,unemployed,married,unknown,no,1831,yes,no,cellular,30,aug,42,5,-1,3,unknown,no
44,entrepreneur,single,tertiary,no,-4219,yes,no,cellular,30,may,81,1,-1,0,unknown,no
23,self-employed,divorced,secondary,no,2253,yes,no,cellular,17,feb,349,6,-1,0,failure,yes
33,housemaid,married,secondary,no,4538,no,no,cellular,29,sep,385,2,-1,0,unknown,yes
78,unknown,divorced,secondary,no,-374,yes,no,cellular,7,sep,272,2,-1,1,unknown,no
88,services,divorced,secondary,no,4179,yes,no,cellular,5,mar,347,3,-1,0,unknown,no
65,retired,married,secondary,no,3459,no,no,cellular,10,sep,172,3,304,1,unknown,no
29,self-employed,married,primary,no,-1658,no,no,cellular,20,jun,410,7,171,0,unknown,yes
72,admin.,married,primary,no,5190,no,no,unknown,28,jan,238,3,-1,0,unknown,no
36,technician,married,secondary,no,7074,no,no,unknown,12,apr,435,2,-1,2,unknown,yes
76,unemployed,married,unknown,no,-1060,no,no,telephone,24,jul,140,3,245,1,unknown,no
67,admin.,single,tertiary,no,-2414,no,no,cellular,30,jun,342,5,-1,0,unknown,yes
93,technician,married,secondary,no,5620,yes,no,cellular,25,mar,283,1,-1,0,unknown,yes
91,entrepreneur,married,secondary,no,-2908,no,no,cellular,10,jun,57,6,-1,0,unknown,no
19,entrepreneur,married,secondary,no,3015,yes,no,cellular,22,aug,459,2,-1,0,failure,no
74,entrepreneur,married,tertiary,no,-2191,no,no,cellular,31,oct,273,3,-1,2,unknown,no
50,student,married,tertiary,no,-263,no,no,unknown,4,jul,153,1,243,0,unknown,no
52,unknown,divorced,tertiary,no,3221,no,no,cellular,7,mar,401,4,-1,0,unknown,no
38,technician,single,tertiary,no,1609,no,no,cellular,28,dec,47,1,-1,0,unknown,no
68,retired,single,secondary,no,1013,yes,no,cellular,13,apr,69,8,-1,0,failure,no
64,unknown,married,primary,no,5175,yes,no,cellular,14,mar,333,2,-1,0,unknown,no
45,blue-collar,married,tertiary,yes,3766,yes,no,cellular,21,may,530,8,-1,2,unknown,yes
50,entrepreneur,divorced,tertiary,no,-797,yes,no,unknown,26,feb,238,2,-1,0,unknown,yes
76,services,married,secondary,no,382,yes,no,unknown,7,nov,315,4,209,0,unknown,yes
74,blue-collar,married,primary,no,4708,yes,no,cellular,16,oct,156,7,-1,2,unknown,no
93,admin.,married,tertiary,no,-1043,no,no,cellular,23,jan,514,5,-1,0,unknown,yes
73,blue-collar,married,primary,no,2084,no,no,unknown,3,aug,376,6,-1,0,unknown,no
70,services,single,primary,no,3314,no,no,cellular,4,feb,686,3,-1,0,unknown,no
61,entrepreneur,married,secondary,no,3791,no,no,unknown,9,nov,279,2,-1,0,unknown,yes
54,housemaid,married,primary,no,1348,yes,no,cellular,30,aug,30,1,-1,1,unknown,no
70,services,married,primary,no,218,yes,no,cellular,26,jul,648,2,-1,3,unknown,no
22,admin.,married,secondary,no,204,no,no,cellular,30,apr,263,2,330,0,failure,no
44,entrepreneur,married,primary,no,484,yes,no,cellular,22,nov,319,4,-1,0,success,yes
24,technician,married,primary,no,-1464,yes,no,telephone,2,dec,193,1,-1,0,unknown,no
38,entrepreneur,divorced,tertiary,no,2577,yes,no,cellular,31,feb,245,6,-1,0,other,no
26,technician,married,secondary,no,-1716,yes,no,cellular,26,aug,260,1,6,0,unknown,no
58,retired,single,secondary,no,-4250,no,no,cellular,11,jan,101,2,-1,1,unknown,no
59,management,married,tertiary,no,5283,yes,yes,cellular,18,mar,290,5,-1,1,unknown,no
74,admin.,married,unknown,no,1438,no,no,telephone,30,jul,150,1,-1,0,unknown,yes
32,unemployed,divorced,tertiary,no,-1040,yes,no,cellular,9,aug,479,3,-1,0,unknown,no
84,unemployed,married,tertiary,no,-2648,yes,yes,unknown,16,jan,357,4,313,2,unknown,yes
72,self-employed,married,tertiary,yes,2598,no,no,cellular,30,apr,82,7,-1,0,unknown,no
91,technician,married,secondary,no,-4867,no,no,unknown,11,feb,191,7,-1,0,unknown,yes
87,unknown,married,tertiary,no,4182,no,no,unknown,27,nov,227,1,-1,1,unknown,yes
91,technician,single,secondary,no,3674,yes,no,cellular,11,aug,175,1,119,0,unknown,no
51,retired,single,secondary,no,-626,yes,no,unknown,25,apr,393,4,98,1,unknown,no
47,unknown,single,secondary,no,1109,no,yes,telephone,29,may,99,1,269,0,unknown,no
34,unemployed,single,tertiary,no,4140,yes,no,cellular,15,apr,284,2,-1,0,success,no
39,management,single,secondary,no,2611,no,no,cellular,4,may,299,2,-1,0,unknown,no
95,management,married,secondary,yes,6027,no,yes,cellular,22,may,239,3,-1,0,other,no
39,unemployed,single,tertiary,no,-1883,yes,no,telephone,1,jun,1024,3,-1,0,unknown,no
79,self-employed,single,primary,no,2067,yes,no,cellular,17,apr,80,2,-1,0,unknown,no
62,housemaid,single,secondary,no,-1078,yes,no,cellular,11,apr,513,6,-1,0,unknown,yes
81,admin.,married,secondary,no,1302,yes,no,cellular,15,oct,323,2,-1,0,unknown,yes
73,housemaid,married,unknown,no,689,yes,no,cellular,4,oct,379,6,331,0,unknown,yes
54,management,married,secondary,no,4450,no,no,cellular,24,mar,150,4,347,0,other,yes
95,services,married,tertiary,no,7691,yes,no,unknown,26,may,155,1,-1,0,unknown,no
72,self-employed,divorced,secondary,no,-1671,yes,no,cellular,14,may,155,5,-1,1,unknown,no
25,entrepreneur,married,tertiary,no,2692,yes,no,cellular,2,jan,131,8,-1,1,failure,no
85,entrepreneur,single,secondary,no,5478,no,no,cellular,18,jul,208,8,-1,0,unknown,no
65,entrepreneur,divorced,secondary,no,571,no,no,cellular,25,aug,149,7,-1,0,unknown,no
20,retired,married,secondary,no,1902,yes,no,cellular,12,feb,464,5,47,0,unknown,yes
38,unemployed,married,primary,no,5701,yes,yes,cellular,6,apr,418,5,-1,0,unknown,no
81,entrepreneur,single,secondary,no,7857,yes,no,cellular,4,dec,127,2,-1,0,unknown,no
73,unknown,married,tertiary,no,-3117,yes,no,unknown,18,mar,89,3,-1,0,failure,no
90,entrepreneur,married,unknown,no,946,no,no,unknown,3,jul,492,4,293,0,unknown,yes
43,technician,married,primary,no,6165,no,yes,telephone,27,may,386,1,-1,1,failure,yes
52,unemployed,single,secondary,no,1514,yes,no,cellular,8,apr,326,8,252,0,unknown,no
49,blue-collar,married,secondary,no,1234,no,yes,unknown,21,aug,11,3,-1,0,failure,no
30,unknown,married,secondary,no,7235,yes,no,cellular,27,dec,540,1,-1,0,unknown,no
39,retired,married,primary,no,87,yes,no,cellular,2,feb,634,1,-1,0,success,yes
70,student,married,unknown,no,4581,yes,no,cellular,20,dec,49,2,-1,0,failure,no
18,services,married,secondary,no,5811,yes,no,cellular,4,jan,139,1,-1,2,unknown,yes
87,services,divorced,secondary,no,-1653,no,no,unknown,15,mar,242,1,-1,0,unknown,no
22,admin.,single,tertiary,no,3520,no,no,cellular,31,mar,87,7,-1,0,unknown,no
53,blue-collar,divorced,tertiary,no,-93,no,no,cellular,1,apr,132,4,-1,0,unknown,no
88,services,married,tertiary,no,3060,no,no,cellular,2,apr,293,2,-1,0,unknown,no
34,self-employed,married,unknown,no,-2023,yes,no,cellular,28,apr,200,1,-1,0,unknown,no
93,technician,married,primary,no,-1355,no,no,cellular,28,aug,447,7,43,0,unknown,yes
28,blue-collar,divorced,tertiary,no,-1283,yes,no,cellular,29,dec,663,2,-1,0,failure,no
83,unknown,married,tertiary,no,3140,yes,no,cellular,16,nov,833,2,-1,1,unknown,yes
57,unknown,single,primary,no,3795,no,no,cellular,3,jul,257,3,-1,0,unknown,yes
45,self-employed,married,secondary,no,3896,yes,no,cellular,15,jun,106,8,-1,0,unknown,yes
38,housemaid,married,tertiary,no,1245,no,no,cellular,14,oct,81,1,-1,0,unknown,no
60,services,single,tertiary,no,-162,yes,no,cellular,24,apr,196,3,71,0,unknown,no
89,blue-collar,married,secondary,no,1961,no,no,unknown,4,may,312,3,-1,0,unknown,yes
87,management,married,primary,no,2481,no,no,cellular,27,aug,562,6,-1,0,failure,yes
44,retired,married,secondary,no,5460,yes,no,unknown,28,apr,41,3,-1,1,unknown,no
42,housemaid,married,primary,no,-597,no,no,cellular,23,oct,231,1,-1,0,unknown,no
23,technician,single,secondary,no,9865,yes,no,cellular,4,dec,916,3,159,0,unknown,no
45,blue-collar,married,secondary,no,4135,yes,no,cellular,21,nov,78,2,147,0,unknown,no
52,unemployed,single,primary,no,3842,yes,no,unknown,12,oct,892,2,-1,3,unknown,no
31,management,married,secondary,no,-86,no,no,cellular,20,apr,444,3,-1,2,unknown,yes
48,unemployed,single,secondary,no,395,no,no,cellular,18,jan,193,2,-1,2,unknown,yes
87,admin.,married,secondary,no,2658,yes,no,cellular,7,oct,210,1,-1,0,unknown,no
46,housemaid,divorced,secondary,no,630,yes,no,cellular,19,feb,203,2,84,0,unknown,no
88,retired,divorced,secondary,no,1291,yes,no,unknown,17,dec,134,1,-1,0,unknown,no
72,technician,married,unknown,no,3023,yes,no,cellular,9,mar,144,9,-1,0,failure,no
57,student,married,primary,no,801,yes,yes,cellular,22,jul,419,3,-1,0,unknown,yes
74,unknown,divorced,unknown,no,7783,no,no,telephone,3,jun,313,1,-1,0,unknown,yes
80,unemployed,married,secondary,no,140,no,yes,unknown,24,dec,81,8,108,0,unknown,no
83,entrepreneur,married,secondary,no,1465,yes,no,unknown,22,feb,343,1,-1,0,unknown,no
48,retired,single,unknown,no,3365,yes,no,cellular,16,oct,136,1,-1,1,unknown,no
27,entrepreneur,married,primary,no,-3560,yes,no,unknown,1,jan,536,6,-1,0,failure,no
85,management,married,secondary,no,-645,no,no,cellular,27,dec,72,1,-1,0,unknown,no
20,unemployed,single,tertiary,no,2615,no,no,cellular,6,jan,420,2,-1,0,unknown,yes
82,unknown,divorced,primary,no,-4170,no,no,unknown,14,jun,132,2,-1,0,failure,no
49,entrepreneur,married,tertiary,no,4818,yes,no,telephone,20,dec,541,3,-1,1,unknown,no
63,admin.,married,secondary,no,3471,yes,no,unknown,29,aug,342,1,-1,0,unknown,yes
53,retired,single,primary,no,-1005,no,no,cellular,30,nov,226,2,-1,0,unknown,no
26,services,single,tertiary,no,-3479,yes,no,cellular,21,jul,619,2,289,0,unknown,yes
25,services,married,secondary,no,12134,yes,no,cellular,22,mar,271,2,-1,0,unknown,yes
76,management,married,tertiary,no,3614,yes,yes,cellular,28,aug,259,6,271,0,unknown,no
31,self-employed,married,secondary,no,-3328,yes,no,unknown,24,aug,32,3,-1,0,unknown,no
94,unknown,married,secondary,no,1920,yes,no,unknown,16,sep,538,2,220,1,unknown,yes
56,blue-collar,married,tertiary,no,2737,no,no,unknown,19,mar,209,9,330,0,unknown,yes
33,housemaid,married,primary,no,2481,no,no,cellular,14,nov,706,1,-1,0,unknown,yes
37,entrepreneur,divorced,secondary,no,2833,no,no,cellular,15,feb,125,1,-1,0,unknown,yes
76,housemaid,single,secondary,no,-1020,no,no,cellular,27,mar,494,5,113,0,unknown,yes
25,student,married,secondary,no,3490,no,yes,cellular,25,jan,168,1,-1,0,unknown,no
39,unknown,married,tertiary,no,2912,no,no,cellular,3,dec,21,1,-1,0,unknown,yes
80,management,single,secondary,no,2398,yes,no,cellular,30,apr,243,9,90,0,unknown,no
55,housemaid,married,secondary,no,-1502,no,no,cellular,11,jun,203,1,-1,1,other,yes
62,unemployed,married,unknown,no,-864,no,yes,cellular,31,jan,152,8,246,0,unknown,yes
58,housemaid,divorced,secondary,no,-576,yes,no,unknown,3,oct,108,2,-1,0,unknown,no
39,management,married,secondary,no,-5551,no,no,cellular,11,apr,121,3,-1,0,unknown,no
72,unemployed,single,secondary,no,447,no,no,unknown,18,apr,118,3,-1,0,unknown,yes
25,management,married,secondary,no,3569,no,no,unknown,23,feb,932,3,-1,0,unknown,yes
93,admin.,married,secondary,no,6786,yes,no,cellular,27,oct,764,1,-1,2,unknown,no
24,blue-collar,married,secondary,no,3043,no,yes,cellular,12,dec,116,5,-1,0,unknown,yes
41,management,single,secondary,no,8629,no,yes,cellular,22,feb,357,6,-1,0,unknown,no
63,blue-collar,married,secondary,no,833,no,no,telephone,21,aug,111,7,256,0,unknown,no
36,services,married,unknown,no,7696,no,no,unknown,17,nov,352,6,-1,0,unknown,no
34,unknown,single,secondary,no,-2385,yes,no,cellular,25,may,394,2,-1,0,unknown,no
45,blue-collar,married,primary,no,3964,no,no,unknown,4,may,440,2,-1,0,unknown,no
67,services,married,tertiary,no,4038,no,yes,cellular,12,apr,342,12,131,0,unknown,yes
20,admin.,single,secondary,no,4779,no,no,cellular,1,apr,155,2,-1,0,unknown,no
25,self-employed,married,primary,no,4982,no,no,cellular,24,jul,316,1,-1,0,unknown,yes
39,entrepreneur,single,tertiary,no,-1351,yes,no,cellular,7,aug,248,3,-1,0,unknown,no
43,technician,married,secondary,no,2340,yes,no,cellular,9,nov,189,6,354,1,unknown,yes
94,services,divorced,secondary,no,3400,no,no,cellular,14,feb,639,1,-1,0,unknown,no
55,blue-collar,married,secondary,no,1179,no,no,cellular,17,dec,412,1,-1,0,other,yes
87,unknown,married,secondary,no,1009,no,no,cellular,9,aug,346,2,-1,0,success,yes
84,unemployed,married,tertiary,no,1518,no,no,cellular,25,may,60,8,-1,0,unknown,no
65,entrepreneur,single,secondary,no,-3014,no,no,unknown,19,may,331,3,-1,1,unknown,no
82,unemployed,divorced,secondary,no,-3228,no,no,cellular,1,may,606,1,109,0,unknown,yes
30,unknown,married,primary,no,3625,yes,no,cellular,18,mar,47,3,-1,1,unknown,no
86,unknown,divorced,secondary,yes,3481,no,no,unknown,31,mar,167,5,-1,2,unknown,no
35,unknown,divorced,secondary,no,-1122,no,no,cellular,20,mar,299,5,-1,0,unknown,no
64,entrepreneur,married,secondary,no,2327,yes,yes,cellular,6,may,118,1,-1,0,unknown,no
45,admin.,married,secondary,no,5715,yes,no,cellular,30,dec,552,4,-1,2,unknown,yes
22,retired,divorced,secondary,no,10021,yes,yes,cellular,14,jul,481,7,-1,0,unknown,no
66,retired,married,secondary,no,3750,yes,no,cellular,26,may,309,5,-1,0,unknown,no
19,admin.,married,tertiary,no,-2050,no,no,cellular,25,apr,692,2,-1,0,unknown,yes
34,retired,married,primary,no,2306,no,no,cellular,24,aug,156,1,-1,0,failure,yes
23,technician,single,primary,no,-4577,yes,no,cellular,8,aug,172,1,-1,0,unknown,no
38,unemployed,married,tertiary,no,-573,yes,no,cellular,29,jun,503,9,-1,3,unknown,no
18,technician,married,tertiary,no,-859,no,no,cellular,20,jun,8,7,-1,2,unknown,yes
52,management,married,secondary,no,-3483,yes,no,cellular,5,jan,285,1,-1,4,unknown,no
45,services,married,unknown,no,-1121,yes,no,telephone,23,jul,128,1,-1,0,unknown,yes
91,retired,married,secondary,no,-1146,no,no,unknown,26,apr,197,2,-1,5,unknown,no
21,retired,married,secondary,no,2035,yes,no,cellular,29,oct,182,2,166,0,unknown,no
92,services,married,secondary,no,-488,no,no,unknown,30,feb,291,1,103,0,unknown,no
88,entrepreneur,married,unknown,no,-467,yes,no,cellular,23,jan,40,1,-1,0,failure,no
63,services,married,secondary,no,4510,no,no,telephone,11,dec,463,2,-1,0,unknown,yes
49,services,married,tertiary,yes,-3772,yes,no,cellular,5,may,893,1,-1,0,unknown,yes
53,technician,single,secondary,no,2890,yes,no,cellular,9,dec,246,4,309,1,unknown,no
63,admin.,single,secondary,no,-5738,yes,yes,unknown,12,jun,361,1,-1,0,unknown,no
76,student,divorced,secondary,no,3823,no,no,cellular,28,dec,694,2,-1,1,unknown,yes
88,unemployed,married,secondary,no,3087,no,no,unknown,2,mar,391,3,-1,0,unknown,no
88,housemaid,single,tertiary,no,5005,yes,no,cellular,13,aug,726,4,-1,0,unknown,yes
40,blue-collar,married,primary,no,2586,yes,no,unknown,5,aug,213,6,317,0,other,no
41,services,married,secondary,no,2342,yes,no,cellular,23,jan,161,5,-1,0,unknown,no
31,admin.,single,secondary,no,1512,no,no,unknown,14,sep,758,2,-1,0,unknown,yes
88,unknown,married,tertiary,no,5319,yes,no,telephone,31,aug,562,1,-1,0,unknown,yes
70,services,single,tertiary,no,57,yes,no,unknown,1,jul,239,5,-1,0,unknown,no
72,housemaid,divorced,secondary,no,1030,no,yes,cellular,11,sep,228,4,32,0,unknown,yes
20,unemployed,married,secondary,no,-186,no,no,cellular,30,mar,500,7,199,2,unknown,yes
26,student,married,tertiary,no,-927,yes,no,cellular,30,apr,112,6,-1,0,unknown,no
93,self-employed,married,secondary,no,-2364,yes,no,cellular,28,apr,284,1,-1,0,unknown,no
80,blue-collar,married,tertiary,no,2908,no,no,cellular,27,sep,317,1,-1,3,other,yes
90,unknown,married,tertiary,no,2713,yes,no,cellular,1,aug,102,5,-1,0,unknown,no
75,unknown,married,tertiary,yes,4865,no,no,unknown,21,dec,169,3,-1,0,unknown,yes
67,technician,married,unknown,no,2549,no,no,unknown,15,jan,528,1,141,0,unknown,no
50,retired,divorced,secondary,no,1759,yes,no,unknown,9,jun,359,1,4,0,unknown,yes
23,student,married,secondary,no,304,yes,no,cellular,26,mar,55,3,-1,0,unknown,yes
