RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2235,15102474,Customer2235,661,France,Male,20,2,0.0,2,0,0,70392.0,0
2236,15952896,Customer2236,551,France,Female,29,7,0.0,2,1,0,97185.25,0
2237,15593499,Customer2237,653,France,Male,39,6,0.0,2,1,0,36696.12,0
2238,15756091,Customer2238,728,France,Female,37,2,0.0,2,0,0,7088.17,0
2239,15465324,Customer2239,584,France,Male,26,4,345195.97,1,0,1,92473.0,0
2240,15459318,Customer2240,651,France,Male,42,10,210747.4,2,1,1,88079.03,0
2241,15747521,Customer2241,704,France,Female,37,6,178007.29,2,0,0,129950.11,1
2242,15316458,Customer2242,638,France,Male,44,9,100018.11,1,0,0,184997.71,0
2243,15637566,Customer2243,627,Germany,Female,30,5,0.0,2,0,1,196038.95,0
2244,15744289,Customer2244,550,France,Male,34,4,0.0,1,0,1,129454.88,0
2245,15768927,Customer2245,677,Spain,Female,42,9,0.0,1,1,1,138909.02,0
2246,15644220,Customer2246,748,France,Male,26,7,0.0,1,1,1,158620.89,0
2247,15560891,Customer2247,657,Germany,Male,41,8,0.0,1,1,0,16962.9,0
2248,15010989,Customer2248,546,Spain,Male,29,5,36829.49,2,1,0,66705.63,0
2249,15587737,Customer2249,664,Germany,Male,54,4,275533.56,1,1,1,140168.29,0
2250,15019445,Customer2250,524,France,Female,29,0,112722.18,1,0,1,169015.42,1
2251,15041521,Customer2251,714,France,Male,43,5,114711.38,1,1,1,87206.39,0
2252,15483179,Customer2252,528,France,Male,18,6,0.0,1,0,0,2578.83,0
2253,15782760,Customer2253,760,France,Male,34,10,59847.45,1,1,0,160923.07,1
2254,15487553,Customer2254,775,Germany,Female,40,5,175366.06,2,1,1,185132.08,0
2255,15135524,Customer2255,636,Spain,Female,35,2,213705.29,2,0,1,25231.31,0
2256,15036467,Customer2256,711,France,Female,32,8,166909.37,2,1,0,70885.68,0
2257,15448750,Customer2257,583,Spain,Female,26,5,0.0,1,1,1,136885.68,0
2258,15952921,Customer2258,524,France,Male,37,9,83296.52,1,1,1,6430.75,0
2259,15390261,Customer2259,484,Spain,Male,34,3,38789.93,2,1,1,199289.42,0
2260,15474511,Customer2260,662,France,Female,36,10,20136.6,2,1,1,127074.0,0
2261,15406653,Customer2261,686,France,Male,30,5,0.0,1,1,0,31849.55,0
2262,15815613,Customer2262,672,France,Female,24,3,0.0,2,0,0,50796.86,0
2263,15637945,Customer2263,509,France,Female,47,8,335640.47,2,1,0,151244.05,1
2264,15491193,Customer2264,722,France,Female,51,4,0.0,1,1,1,4977.55,0
2265,15678224,Customer2265,565,Spain,Male,48,0,189999.71,1,0,0,168856.54,0
2266,15151400,Customer2266,636,Germany,Male,41,3,135855.16,2,0,0,163058.1,1
2267,15930904,Customer2267,568,France,Female,40,2,150628.06,1,1,1,23354.07,0
2268,15144433,Customer2268,751,Germany,Male,36,3,152734.47,2,1,1,174775.47,1
2269,15863937,Customer2269,639,France,Male,38,2,0.0,1,1,1,79209.99,0
2270,15545029,Customer2270,795,France,Female,38,5,66791.36,1,1,1,127872.76,0
2271,15223045,Customer2271,699,Spain,Male,28,8,0.0,1,0,1,80434.62,0
2272,15573525,Customer2272,727,France,Male,25,5,168871.74,2,1,0,55737.38,0
2273,15443733,Customer2273,723,Germany,Female,40,10,48729.83,1,1,0,58555.42,0
2274,15138251,Customer2274,657,France,Female,26,6,28746.9,2,0,0,136264.81,0
2275,15611898,Customer2275,578,France,Male,52,2,0.0,2,1,1,177532.0,1
2276,15206464,Customer2276,740,Spain,Male,34,3,162267.25,1,0,1,60625.93,0
2277,15308219,Customer2277,745,Spain,Female,44,10,0.0,1,0,0,19952.16,1
2278,15206981,Customer2278,554,France,Female,39,4,90151.86,2,0,0,194831.34,0
2279,15265979,Customer2279,511,Germany,Male,35,7,0.0,1,0,1,146272.35,0
2280,15838541,Customer2280,812,France,Female,39,2,80282.0,1,1,1,41185.08,0
2281,15642421,Customer2281,620,France,Male,38,8,45691.87,1,1,0,102251.86,0
2282,15113098,Customer2282,460,Germany,Male,44,1,195895.21,3,1,1,65981.57,0
2283,15410920,Customer2283,565,France,Male,43,5,201864.64,1,1,1,193094.95,0
2284,15995272,Customer2284,578,Spain,Male,51,10,161056.89,1,1,0,73341.95,0
2285,15698928,Customer2285,660,France,Male,38,2,0.0,1,0,0,145549.67,0
2286,15737947,Customer2286,461,France,Female,43,0,0.0,2,0,1,71260.12,0
2287,15553163,Customer2287,650,Spain,Female,30,0,129882.45,2,1,1,122596.04,0
2288,15331302,Customer2288,647,France,Male,50,3,58744.11,2,1,1,129560.33,0
2289,15089306,Customer2289,850,Germany,Female,35,0,42948.54,2,1,1,129284.59,0
2290,15355895,Customer2290,715,Spain,Male,39,2,0.0,2,0,1,46248.66,0
2291,15955203,Customer2291,843,Germany,Female,30,7,0.0,1,1,1,136952.67,0
2292,15033724,Customer2292,631,Spain,Male,26,0,0.0,1,1,0,133106.84,0
2293,15932251,Customer2293,582,France,Male,18,2,0.0,1,1,1,199237.2,0
2294,15947351,Customer2294,607,France,Male,63,0,0.0,2,1,0,135695.4,1
2295,15830638,Customer2295,624,Germany,Female,51,10,139900.04,2,1,1,196791.34,0
2296,15176744,Customer2296,596,France,Male,29,0,0.0,1,1,0,145183.47,0
2297,15158418,Customer2297,601,Spain,Female,34,10,0.0,2,1,1,134629.33,0
2298,15639939,Customer2298,698,Germany,Male,22,5,136623.47,1,0,0,150847.62,1
2299,15958464,Customer2299,808,Germany,Female,45,4,69526.08,1,0,1,103230.65,1
2300,15666521,Customer2300,716,Germany,Female,41,6,0.0,2,1,0,104544.56,0
2301,15636885,Customer2301,427,Germany,Male,45,4,0.0,1,1,1,186639.94,0
2302,15101923,Customer2302,580,France,Male,31,5,48213.33,1,1,1,7604.49,0
2303,15210841,Customer2303,365,France,Female,44,10,106317.56,2,0,0,152305.46,0
2304,15081163,Customer2304,669,France,Female,37,9,94242.37,2,1,1,142393.41,0
2305,15040313,Customer2305,639,France,Female,24,3,141302.9,1,1,0,124488.21,0
2306,15370132,Customer2306,753,Germany,Male,50,1,0.0,2,1,0,142047.12,1
2307,15122702,Customer2307,494,France,Male,32,0,75246.05,1,1,1,153333.07,0
2308,15862353,Customer2308,625,Spain,Male,44,2,0.0,2,1,1,163821.86,0
2309,15460624,Customer2309,686,France,Male,45,3,139660.84,2,0,1,11888.92,0
2310,15873487,Customer2310,594,France,Male,47,2,0.0,1,1,0,23115.2,1
2311,15725496,Customer2311,775,Spain,Female,46,1,120478.65,2,1,0,194656.65,0
2312,15937170,Customer2312,676,Germany,Female,37,7,90353.37,1,1,0,128289.54,1
2313,15221863,Customer2313,561,France,Male,20,9,0.0,1,0,0,9089.98,0
2314,15209002,Customer2314,606,Germany,Female,42,9,0.0,1,1,0,90127.29,1
2315,15780684,Customer2315,647,France,Male,63,3,0.0,1,0,0,111433.49,0
2316,15622163,Customer2316,700,France,Female,34,8,112743.59,2,1,1,188792.91,0
2317,15810199,Customer2317,646,Spain,Male,45,10,0.0,1,1,1,42939.13,0
2318,15185663,Customer2318,706,Spain,Female,38,0,82822.02,2,1,0,171920.53,0
2319,15490895,Customer2319,674,Germany,Female,34,5,256345.52,1,0,1,196817.66,1
2320,15713377,Customer2320,678,France,Male,39,5,79404.78,2,1,0,47698.16,0
2321,15105016,Customer2321,648,Germany,Female,52,0,94455.5,2,1,0,135413.63,0
2322,15802674,Customer2322,696,France,Female,46,6,0.0,1,1,1,95782.14,0
2323,15103595,Customer2323,487,France,Male,38,7,32352.24,2,0,1,192185.33,0
2324,15943265,Customer2324,691,Spain,Male,41,3,0.0,1,1,0,183256.69,0
2325,15137726,Customer2325,692,France,Male,18,3,160781.78,2,1,0,89103.19,0
2326,15597303,Customer2326,736,France,Male,21,9,0.0,1,1,1,194629.21,0
2327,15871814,Customer2327,830,Spain,Male,18,3,56453.27,1,1,1,50566.96,0
2328,15451871,Customer2328,600,Germany,Female,35,0,67173.39,2,1,0,20629.96,1
2329,15322503,Customer2329,685,Germany,Female,51,3,0.0,2,1,1,46409.38,1
2330,15961775,Customer2330,719,France,Male,49,6,0.0,1,1,0,55294.66,0
2331,15273569,Customer2331,850,France,Male,31,6,79207.81,1,1,0,59334.43,1
2332,15871767,Customer2332,765,France,Male,42,1,170520.4,2,1,1,9075.96,0
2333,15868200,Customer2333,673,France,Female,40,3,105516.74,1,1,1,128127.08,0
2334,15678233,Customer2334,696,France,Female,52,2,86540.15,2,0,1,153333.12,0
2335,15206028,Customer2335,639,Spain,Male,21,2,0.0,1,0,1,76723.69,0
2336,15218626,Customer2336,699,Germany,Female,23,7,142922.13,1,1,0,113144.0,1
2337,15466997,Customer2337,728,Germany,Female,38,8,200766.27,2,1,1,176148.97,0
2338,15984796,Customer2338,630,France,Male,31,0,33796.82,2,1,0,11976.0,0
2339,15662433,Customer2339,733,Germany,Male,22,0,127236.27,2,1,1,1268.36,0
2340,15172460,Customer2340,681,France,Female,35,6,41473.59,2,1,0,72256.52,0
2341,15944290,Customer2341,562,France,Male,57,10,0.0,2,1,0,183255.08,1
2342,15260063,Customer2342,592,Germany,Female,40,0,59133.29,2,0,1,23846.42,0
2343,15885779,Customer2343,463,Germany,Male,29,3,149840.61,1,1,1,176319.18,0
2344,15833358,Customer2344,597,Spain,Female,47,10,204635.11,1,0,0,96204.36,0
2345,15102419,Customer2345,687,Spain,Male,25,3,316481.3,2,1,0,39793.04,0
2346,15925461,Customer2346,782,France,Male,37,5,0.0,2,1,0,99858.12,0
2347,15210220,Customer2347,705,France,Female,34,10,0.0,1,1,1,184119.94,0
2348,15956315,Customer2348,615,France,Female,41,8,82210.65,1,1,0,192368.01,0
2349,15488557,Customer2349,691,France,Male,38,3,0.0,2,1,1,173391.76,0
2350,15421819,Customer2350,750,France,Male,43,8,0.0,1,1,1,176934.71,0
2351,15601462,Customer2351,496,France,Male,30,9,0.0,1,1,1,183128.79,0
2352,15846246,Customer2352,629,France,Male,38,6,57598.8,3,0,0,72673.65,0
2353,15268420,Customer2353,594,Germany,Male,46,5,128011.71,1,1,0,17294.68,0
2354,15149662,Customer2354,556,Spain,Male,27,0,47073.94,2,1,0,127055.69,0
2355,15688277,Customer2355,581,Spain,Female,48,7,183476.69,2,1,1,11347.96,0
2356,15353774,Customer2356,729,France,Female,40,1,90481.11,3,1,1,111038.21,0
2357,15478211,Customer2357,521,France,Female,23,3,108737.76,1,1,1,35818.74,0
2358,15818039,Customer2358,665,France,Male,45,2,101512.95,1,1,0,126450.93,0
2359,15418608,Customer2359,566,France,Male,39,10,61522.99,1,0,1,11562.99,1
2360,15126858,Customer2360,600,Spain,Male,27,4,148119.91,2,1,1,79783.4,0
2361,15150263,Customer2361,615,France,Female,42,4,71895.56,1,1,0,178936.62,0
2362,15398056,Customer2362,679,Germany,Male,23,5,123666.95,2,1,1,186252.33,0
2363,15645849,Customer2363,598,France,Male,27,7,122175.07,2,1,1,118922.89,0
2364,15796467,Customer2364,642,Germany,Male,29,3,100645.98,1,0,1,192157.57,0
2365,15058478,Customer2365,638,Spain,Female,42,10,0.0,1,1,0,5959.39,0
2366,15087425,Customer2366,649,France,Male,55,3,162393.23,2,0,0,113185.68,0
2367,15766525,Customer2367,711,France,Male,36,9,0.0,1,1,1,120110.85,0
2368,15563498,Customer2368,619,Germany,Male,41,7,265184.56,1,1,1,126787.72,0
2369,15533232,Customer2369,781,France,Female,40,9,179196.14,1,1,1,111821.5,0
2370,15329055,Customer2370,676,France,Female,41,7,87279.64,1,1,0,107319.54,0
2371,15327499,Customer2371,832,France,Male,47,0,220567.25,3,1,0,104167.63,0
2372,15822082,Customer2372,589,France,Female,35,2,33919.35,2,1,0,113603.43,1
2373,15067088,Customer2373,733,France,Female,43,2,0.0,2,1,1,103817.34,0
2374,15919834,Customer2374,723,France,Female,43,1,137159.39,1,1,0,10416.59,1
2375,15068252,Customer2375,622,Spain,Male,31,2,155384.31,1,1,0,86656.45,0
2376,15191275,Customer2376,516,France,Female,42,2,83648.65,2,1,0,194696.39,0
2377,15599436,Customer2377,721,France,Female,52,6,0.0,1,1,0,113790.26,1
2378,15929278,Customer2378,658,Spain,Female,18,6,71919.8,1,1,0,179714.59,0
2379,15923355,Customer2379,580,Spain,Male,32,10,106126.81,2,1,1,114228.14,0
2380,15501442,Customer2380,637,Germany,Female,49,9,235742.62,2,1,0,4511.48,0
2381,15046977,Customer2381,727,Spain,Male,45,6,68794.15,2,0,0,72482.04,0
2382,15117583,Customer2382,607,France,Female,39,1,323555.68,1,1,1,142656.39,1
2383,15454971,Customer2383,754,France,Female,41,6,62557.92,1,0,0,156009.02,1
2384,15178141,Customer2384,500,Spain,Male,30,4,0.0,1,1,0,49771.63,0
2385,15492050,Customer2385,664,Spain,Male,42,5,0.0,1,0,0,50074.05,1
2386,15561858,Customer2386,772,France,Female,40,2,76878.35,1,1,0,125611.08,0
2387,15806360,Customer2387,818,Germany,Female,41,0,0.0,1,0,0,112399.96,0
2388,15752554,Customer2388,691,France,Female,32,5,0.0,1,0,1,5082.44,1
2389,15326100,Customer2389,561,France,Male,39,2,161984.26,1,1,0,20221.48,0
2390,15077762,Customer2390,807,Spain,Male,20,0,158373.52,4,1,1,161125.89,0
2391,15306470,Customer2391,631,Spain,Female,44,5,0.0,1,1,1,189212.5,0
2392,15638650,Customer2392,631,France,Female,52,3,36622.84,2,0,1,63726.53,0
2393,15686604,Customer2393,625,France,Male,26,2,0.0,1,1,1,121161.01,0
2394,15648228,Customer2394,658,Spain,Male,37,5,23173.62,1,1,0,101865.38,0
2395,15806277,Customer2395,520,Germany,Female,19,0,0.0,1,1,0,42749.08,1
2396,15178738,Customer2396,567,Germany,Female,45,9,0.0,3,1,0,25054.52,0
2397,15573187,Customer2397,644,France,Female,32,8,156059.76,2,1,1,45699.78,0
2398,15234345,Customer2398,734,France,Female,37,6,0.0,2,1,0,169355.37,0
2399,15834179,Customer2399,454,France,Female,29,3,122466.37,2,0,0,18578.49,0
2400,15662986,Customer2400,709,France,Male,26,6,0.0,4,1,1,154937.56,0
2401,15120555,Customer2401,587,France,Female,42,8,171642.45,1,1,1,66515.01,0
2402,15771979,Customer2402,750,Germany,Male,39,9,192667.94,2,1,0,99096.32,1
2403,15899281,Customer2403,571,Germany,Female,46,5,56341.93,1,1,1,74933.52,1
2404,15162522,Customer2404,640,Germany,Male,44,5,121729.05,2,0,1,21013.58,0
2405,15504372,Customer2405,719,France,Male,28,5,0.0,1,0,0,112754.53,0
2406,15509326,Customer2406,736,France,Female,54,4,105790.6,2,0,1,62449.85,0
2407,15130078,Customer2407,707,Spain,Male,18,7,34434.09,1,1,1,28771.62,0
2408,15452963,Customer2408,460,Spain,Female,43,2,0.0,2,1,1,128244.07,0
2409,15658973,Customer2409,686,Spain,Female,44,2,277213.98,2,1,0,71364.31,0
2410,15583894,Customer2410,801,France,Male,52,6,0.0,1,1,1,21477.44,1
2411,15111586,Customer2411,492,Germany,Male,23,8,70606.85,2,1,0,152899.16,0
2412,15166315,Customer2412,623,Spain,Male,41,9,0.0,1,0,1,167706.12,0
2413,15457668,Customer2413,722,France,Male,25,10,265544.05,2,1,0,35011.04,0
2414,15519238,Customer2414,638,France,Male,59,2,64467.97,1,0,0,106257.59,0
2415,15290762,Customer2415,628,Spain,Female,18,4,137371.34,2,1,1,31800.27,0
2416,15149780,Customer2416,600,Germany,Male,39,4,68901.46,2,1,0,55054.4,1
2417,15380186,Customer2417,603,Germany,Male,42,1,34923.6,2,1,0,149601.96,1
2418,15244629,Customer2418,443,France,Female,30,9,185250.31,1,0,1,127028.75,0
2419,15723032,Customer2419,594,France,Female,28,7,160512.83,1,1,1,60690.29,0
2420,15719464,Customer2420,846,Germany,Male,66,0,83282.03,1,0,0,149810.62,0
2421,15087293,Customer2421,716,Germany,Female,32,6,0.0,1,1,0,109055.62,1
2422,15908683,Customer2422,719,France,Male,33,1,0.0,2,0,0,166940.67,0
2423,15103343,Customer2423,528,France,Female,41,2,127080.83,2,1,1,95157.19,0
2424,15047042,Customer2424,532,France,Male,37,2,127515.82,2,0,0,120119.98,1
2425,15205499,Customer2425,620,Germany,Male,20,1,14683.88,2,1,0,148968.06,1
2426,15135720,Customer2426,631,France,Male,25,9,0.0,1,1,0,147577.82,1
2427,15051934,Customer2427,643,Germany,Male,29,5,122440.7,4,0,0,136074.26,1
2428,15347262,Customer2428,551,France,Male,32,7,147905.7,1,1,1,57117.1,0
2429,15541963,Customer2429,620,Germany,Female,40,1,100582.38,1,1,1,97569.34,1
2430,15732162,Customer2430,702,France,Male,34,8,76097.42,1,1,0,34750.67,0
2431,15602623,Customer2431,576,Spain,Male,35,4,103488.14,1,1,0,53108.57,1
2432,15022619,Customer2432,772,France,Female,43,5,0.0,1,1,1,162924.48,0
2433,15599123,Customer2433,515,France,Male,34,0,113851.93,1,0,1,129415.7,0
2434,15345160,Customer2434,728,Spain,Male,40,0,131672.89,1,1,1,142555.43,0
2435,15438871,Customer2435,695,France,Female,43,8,0.0,2,0,1,84912.38,0
2436,15440586,Customer2436,660,France,Male,36,7,32062.54,1,1,0,24603.56,0
2437,15711692,Customer2437,577,France,Male,35,4,124496.27,1,0,1,163790.17,0
2438,15070116,Customer2438,663,France,Female,48,9,9633.31,1,0,1,141265.55,1
2439,15508855,Customer2439,729,France,Female,46,6,90868.28,2,1,1,88873.7,0
2440,15063569,Customer2440,791,France,Male,68,1,128753.89,1,0,1,112205.38,0
2441,15668910,Customer2441,791,Germany,Male,44,1,102906.56,2,0,1,153038.68,0
2442,15772224,Customer2442,661,France,Female,40,10,0.0,2,1,1,69900.26,0
2443,15923606,Customer2443,679,France,Female,46,2,0.0,2,1,0,82085.54,0
2444,15393381,Customer2444,437,France,Male,42,6,0.0,2,1,0,188315.89,0
2445,15479248,Customer2445,513,Germany,Male,47,8,0.0,2,1,0,112038.49,0
2446,15227116,Customer2446,705,Germany,Female,35,6,56476.62,1,0,0,51918.37,1
2447,15737290,Customer2447,546,Spain,Female,30,1,51768.9,2,1,0,56682.94,0
2448,15213668,Customer2448,597,Germany,Male,18,6,0.0,2,1,1,153034.79,0
2449,15106533,Customer2449,438,France,Female,47,7,77300.79,1,1,0,31023.58,1
2450,15421662,Customer2450,850,France,Male,24,1,108773.06,1,0,0,19210.42,1
2451,15005043,Customer2451,798,Spain,Male,53,3,184717.05,1,1,0,134990.06,0
2452,15676821,Customer2452,534,Germany,Male,30,5,204242.42,1,1,0,11053.54,1
2453,15979276,Customer2453,677,France,Male,27,1,0.0,1,1,0,9855.0,0
2454,15399232,Customer2454,490,France,Female,29,9,95156.35,1,0,1,71571.26,0
2455,15327753,Customer2455,526,France,Male,32,3,68511.53,1,1,0,5995.6,0
2456,15042482,Customer2456,471,France,Male,44,9,0.0,1,0,1,90345.95,0
2457,15164373,Customer2457,713,France,Male,38,10,0.0,1,1,1,22387.97,0
2458,15561076,Customer2458,762,France,Male,32,6,0.0,3,1,1,144619.66,0
2459,15963550,Customer2459,741,France,Male,60,0,138030.93,1,1,0,92870.33,1
2460,15151200,Customer2460,622,Spain,Male,18,1,135141.65,2,1,1,147848.24,0
2461,15661996,Customer2461,489,France,Male,40,7,179541.46,2,1,0,16921.56,0
2462,15327359,Customer2462,691,Spain,Male,42,2,113733.18,1,1,0,100631.99,1
2463,15391959,Customer2463,599,Spain,Female,44,5,120232.51,1,1,0,145836.42,1
2464,15462703,Customer2464,693,France,Female,57,10,0.0,2,0,0,86706.64,0
2465,15312695,Customer2465,537,Spain,Female,40,6,0.0,2,0,1,121778.33,0
2466,15727523,Customer2466,567,France,Female,21,1,50466.02,2,1,0,112176.42,0
2467,15664264,Customer2467,752,France,Male,52,3,0.0,1,1,0,37244.18,0
2468,15294303,Customer2468,592,France,Female,29,7,78642.59,2,1,1,115971.7,0
2469,15189268,Customer2469,672,France,Male,28,9,225769.07,1,1,1,144827.56,0
2470,15132002,Customer2470,648,France,Female,41,2,81311.63,2,1,0,27019.95,0
2471,15732139,Customer2471,674,Spain,Male,29,8,62978.98,2,1,0,155961.57,0
2472,15910650,Customer2472,577,Spain,Male,34,7,176965.94,2,1,1,146967.81,0
2473,15660864,Customer2473,622,France,Female,42,7,107370.89,1,0,0,75329.06,1
2474,15373178,Customer2474,496,France,Male,25,5,137477.52,2,1,0,139224.4,1
2475,15609268,Customer2475,640,Spain,Male,43,0,176462.01,1,1,0,132202.15,1
2476,15547428,Customer2476,530,France,Male,24,3,31741.33,1,0,1,121743.5,0
2477,15542355,Customer2477,797,France,Female,30,6,0.0,2,1,0,174180.89,0
2478,15206706,Customer2478,653,Germany,Male,20,2,108851.22,1,1,1,75471.72,0
2479,15051064,Customer2479,783,Germany,Male,44,2,31066.45,1,0,1,27991.06,0
2480,15526717,Customer2480,724,France,Female,48,10,79899.31,1,0,1,101765.38,0
2481,15539412,Customer2481,657,France,Male,39,8,127273.78,1,1,1,14658.03,1
2482,15893551,Customer2482,571,France,Male,38,6,0.0,1,1,1,98799.49,0
2483,15998421,Customer2483,561,Spain,Female,28,8,0.0,1,0,0,16692.14,0
2484,15801711,Customer2484,541,Germany,Male,56,4,11638.07,1,1,1,41842.22,1
2485,15537235,Customer2485,593,Spain,Male,32,2,0.0,1,0,1,172929.34,0
2486,15567634,Customer2486,666,France,Male,34,5,196736.03,1,1,1,69007.64,0
2487,15283313,Customer2487,654,France,Female,42,1,96943.86,2,0,1,29691.45,0
2488,15929828,Customer2488,519,Spain,Male,30,5,88355.2,2,1,1,181277.61,0
2489,15783176,Customer2489,750,France,Male,25,2,0.0,1,0,1,163829.9,0
2490,15733250,Customer2490,644,France,Male,58,1,202915.99,2,0,0,94408.0,0
2491,15669329,Customer2491,665,France,Male,37,5,180366.86,1,1,0,72753.92,1
2492,15770544,Customer2492,548,France,Male,30,9,258457.56,2,0,0,66666.37,1
2493,15991514,Customer2493,791,Germany,Male,41,5,0.0,1,1,1,36741.13,0
2494,15881375,Customer2494,531,Spain,Female,26,8,31340.5,2,1,1,2665.1,0
2495,15034969,Customer2495,670,Germany,Female,22,6,66004.32,3,0,1,25863.27,0
2496,15846158,Customer2496,757,France,Female,18,6,89815.55,1,0,0,64344.79,0
2497,15731937,Customer2497,641,Spain,Male,40,5,0.0,2,1,0,99929.73,0
2498,15340224,Customer2498,635,France,Male,55,7,0.0,1,0,1,199614.24,0
2499,15882481,Customer2499,648,France,Male,22,5,126213.91,2,1,1,56980.37,0
2500,15195131,Customer2500,824,France,Male,41,9,0.0,2,1,1,142774.54,0
2501,15854433,Customer2501,626,Spain,Female,22,1,139867.38,2,1,0,92121.73,0
2502,15607886,Customer2502,675,France,Male,51,0,0.0,1,0,1,191387.3,0
2503,15548038,Customer2503,816,Spain,Female,37,2,121536.71,1,1,1,140785.49,1
2504,15422336,Customer2504,435,Germany,Male,46,5,62561.25,2,1,0,29689.71,0
2505,15290172,Customer2505,653,France,Male,32,7,114552.25,1,1,1,115700.84,0
2506,15289206,Customer2506,552,Spain,Male,29,2,172463.41,1,1,1,43778.63,0
2507,15160858,Customer2507,691,France,Female,33,0,75016.33,4,1,0,5435.52,0
2508,15021466,Customer2508,811,France,Female,44,10,127350.98,2,1,1,146377.22,0
2509,15844599,Customer2509,610,Spain,Female,38,7,169630.03,2,1,0,68564.47,0
2510,15883398,Customer2510,609,Germany,Female,27,3,136912.01,1,1,1,73998.15,1
2511,15468898,Customer2511,747,France,Female,55,9,0.0,1,1,0,70303.83,0
2512,15283908,Customer2512,649,Germany,Male,41,1,95100.85,2,1,1,187298.65,1
2513,15602469,Customer2513,512,Germany,Female,39,1,69074.71,1,0,0,70206.33,0
2514,15275714,Customer2514,663,Germany,Male,34,7,0.0,2,1,0,68953.29,0
2515,15030265,Customer2515,439,Germany,Female,37,1,0.0,2,0,0,175750.92,0
2516,15508245,Customer2516,670,Germany,Female,42,5,189825.56,1,1,1,26281.86,0
2517,15202386,Customer2517,661,France,Male,29,4,120054.04,1,1,1,165841.55,0
2518,15568079,Customer2518,564,France,Male,70,0,225989.51,1,1,0,130219.55,0
2519,15185801,Customer2519,674,Spain,Female,35,10,79144.94,1,1,0,49173.02,0
2520,15727149,Customer2520,692,Spain,Female,26,6,69646.89,1,1,0,120279.91,0
2521,15674112,Customer2521,545,France,Male,46,2,0.0,1,1,1,161460.0,0
2522,15197145,Customer2522,776,France,Female,33,4,106143.64,1,0,1,21406.71,0
2523,15891955,Customer2523,850,France,Male,30,3,0.0,1,1,0,108685.02,0
2524,15553478,Customer2524,704,France,Female,21,7,10981.55,1,1,1,159895.18,0
2525,15376224,Customer2525,784,France,Male,31,0,85927.64,1,0,1,181752.95,0
2526,15402436,Customer2526,768,France,Male,37,6,82544.61,2,1,1,77541.64,0
2527,15051650,Customer2527,591,France,Male,22,2,0.0,1,0,0,28439.55,1
2528,15987413,Customer2528,819,France,Male,37,4,94230.96,2,1,1,156093.53,0
2529,15676410,Customer2529,596,Germany,Male,52,8,94250.08,1,1,1,179864.76,1
2530,15696295,Customer2530,475,France,Male,42,9,0.0,2,0,1,166202.37,0
2531,15488047,Customer2531,643,Spain,Female,36,0,0.0,1,0,1,23513.98,0
2532,15479900,Customer2532,605,France,Male,27,2,74459.61,2,1,1,21525.31,0
2533,15182228,Customer2533,427,Spain,Male,49,6,150100.93,2,1,0,23402.55,0
2534,15670788,Customer2534,681,Germany,Female,36,5,0.0,1,0,0,1170.34,1
2535,15204110,Customer2535,686,Spain,Male,55,7,113604.19,1,1,1,20869.36,1
2536,15509299,Customer2536,729,France,Male,20,3,83671.19,1,0,1,185098.61,0
2537,15352854,Customer2537,555,France,Female,34,9,201185.65,2,1,1,44412.38,0
2538,15825470,Customer2538,701,Germany,Male,39,6,128587.32,3,1,0,139486.25,1
2539,15438236,Customer2539,584,France,Female,38,10,35992.16,1,1,1,166243.87,0
2540,15634165,Customer2540,746,France,Female,42,9,96168.36,2,1,1,4790.09,0
2541,15718195,Customer2541,620,Germany,Female,44,3,139274.97,1,1,1,187.11,0
2542,15770899,Customer2542,612,France,Male,18,0,163623.42,1,1,0,119759.68,0
2543,15501957,Customer2543,482,Spain,Female,53,4,53846.07,2,0,1,93313.42,0
2544,15811417,Customer2544,511,France,Male,44,7,177067.06,1,1,0,124963.95,1
2545,15129990,Customer2545,733,Germany,Male,54,1,78481.22,2,1,0,124287.81,1
2546,15093401,Customer2546,605,Germany,Female,42,8,0.0,1,1,1,8543.67,0
2547,15796673,Customer2547,589,Spain,Female,39,2,138940.3,2,1,1,82726.43,0
2548,15006980,Customer2548,695,France,Male,18,7,0.0,2,0,0,145958.67,0
2549,15231853,Customer2549,646,France,Male,41,2,141858.89,2,1,0,171932.62,0
2550,15249437,Customer2550,734,France,Male,24,5,84366.47,2,1,0,123177.63,0
2551,15589563,Customer2551,663,Spain,Female,51,5,81132.02,1,1,0,137857.34,1
2552,15807401,Customer2552,734,France,Male,29,1,89625.02,2,1,1,51814.15,0
2553,15229261,Customer2553,665,Germany,Female,42,10,23317.42,1,1,1,101935.9,1
2554,15992104,Customer2554,656,France,Male,44,3,31217.09,1,1,1,63629.73,1
2555,15910341,Customer2555,720,Spain,Male,37,1,122908.97,1,1,1,164260.9,0
2556,15736027,Customer2556,691,France,Female,30,0,0.0,2,0,1,67881.11,0
2557,15363719,Customer2557,721,Germany,Female,66,6,0.0,2,1,0,79267.76,0
2558,15097908,Customer2558,579,France,Female,24,2,45477.97,1,1,0,89619.05,0
2559,15034210,Customer2559,765,Spain,Female,31,10,0.0,1,0,0,133784.15,0
2560,15168128,Customer2560,682,France,Female,27,8,0.0,1,1,1,181212.08,0
2561,15482685,Customer2561,548,Germany,Male,50,5,0.0,2,1,1,38992.54,0
